0|1|2|3|4|5|6|7|8
000030|20170425|15:58|14,900|150|14,900|14,850|2,244,425|2
000030|20170425|15:40|14,900|150|14,900|14,850|2,244,423|169
000030|20170425|15:30|14,900|150|14,900|14,850|2,244,254|152,985
000030|20170425|15:19|14,900|150|14,900|14,850|2,091,269|32,121
000030|20170425|15:18|14,850|100|14,900|14,850|2,059,148|1,615
000030|20170425|15:17|14,850|100|14,900|14,850|2,057,533|6,317
000030|20170425|15:16|14,850|100|14,900|14,850|2,051,216|13,108
000030|20170425|15:15|14,900|150|14,900|14,850|2,038,108|9,937
000030|20170425|15:14|14,900|150|14,900|14,850|2,028,171|7,639
000030|20170425|15:13|14,850|100|14,900|14,850|2,020,532|9,252
000030|20170425|15:12|14,900|150|14,900|14,850|2,011,280|6,517
000030|20170425|15:11|14,900|150|14,900|14,850|2,004,763|13,074
000030|20170425|15:10|14,900|150|14,900|14,850|1,991,689|6,808
000030|20170425|15:09|14,850|100|14,900|14,850|1,984,881|7,736
000030|20170425|15:08|14,900|150|14,900|14,850|1,977,145|5,855
000030|20170425|15:07|14,900|150|14,900|14,850|1,971,290|6,466
000030|20170425|15:06|14,850|100|14,900|14,850|1,964,824|8,436
000030|20170425|15:05|14,900|150|14,900|14,850|1,956,388|18,268
000030|20170425|15:04|14,900|150|14,950|14,900|1,938,120|22,021
000030|20170425|15:03|14,900|150|14,900|14,850|1,916,099|12,724
000030|20170425|15:02|14,900|150|14,950|14,900|1,903,375|10,049
000030|20170425|15:01|14,900|150|14,950|14,900|1,893,326|33,374
000030|20170425|15:00|14,900|150|14,950|14,900|1,859,952|20,601
000030|20170425|14:59|14,900|150|14,950|14,900|1,839,351|10,120
000030|20170425|14:58|14,900|150|14,950|14,900|1,829,231|11,629
000030|20170425|14:57|14,900|150|14,950|14,900|1,817,602|7,385
000030|20170425|14:56|14,950|200|14,950|14,900|1,810,217|24,128
000030|20170425|14:55|14,950|200|14,950|14,900|1,786,089|7,287
000030|20170425|14:54|14,900|150|14,950|14,900|1,778,802|5,425
000030|20170425|14:53|14,950|200|14,950|14,900|1,773,377|7,967
000030|20170425|14:52|14,900|150|14,950|14,900|1,765,410|6,255
000030|20170425|14:51|14,900|150|14,950|14,900|1,759,155|5,987
000030|20170425|14:50|14,950|200|14,950|14,900|1,753,168|6,135
000030|20170425|14:49|14,950|200|14,950|14,900|1,747,033|4,388
000030|20170425|14:48|14,900|150|14,950|14,900|1,742,645|7,908
000030|20170425|14:47|14,900|150|14,950|14,900|1,734,737|4,978
000030|20170425|14:46|14,900|150|14,950|14,900|1,729,759|3,397
000030|20170425|14:45|14,900|150|14,950|14,900|1,726,362|81,961
000030|20170425|14:44|14,900|150|14,900|14,850|1,644,401|3,503
000030|20170425|14:43|14,900|150|14,900|14,850|1,640,898|4,088
000030|20170425|14:42|14,900|150|14,900|14,850|1,636,810|5,381
000030|20170425|14:41|14,900|150|14,900|14,850|1,631,429|3,589
000030|20170425|14:40|14,850|100|14,900|14,850|1,627,840|4,149
000030|20170425|14:39|14,850|100|14,900|14,850|1,623,691|4,050
000030|20170425|14:38|14,900|150|14,900|14,850|1,619,641|3,333
000030|20170425|14:37|14,850|100|14,900|14,850|1,616,308|6,340
