0|1|2|3|4|5|6|7|8
000030|20170502|15:56|14,850|100|14,900|14,850|1,331,147|1
000030|20170502|15:43|14,850|100|14,900|14,850|1,331,146|5
000030|20170502|15:40|14,850|100|14,900|14,850|1,331,141|5
000030|20170502|15:30|14,850|100|14,900|14,850|1,331,136|81,250
000030|20170502|15:19|14,850|100|14,900|14,850|1,249,886|14,304
000030|20170502|15:18|14,850|100|14,900|14,850|1,235,582|3,138
000030|20170502|15:17|14,850|100|14,900|14,850|1,232,444|5,970
000030|20170502|15:16|14,850|100|14,900|14,850|1,226,474|5,447
000030|20170502|15:15|14,850|100|14,900|14,850|1,221,027|4,382
000030|20170502|15:14|14,850|100|14,900|14,850|1,216,645|3,226
000030|20170502|15:13|14,850|100|14,900|14,850|1,213,419|3,155
000030|20170502|15:12|14,850|100|14,900|14,850|1,210,264|3,192
000030|20170502|15:11|14,850|100|14,900|14,850|1,207,072|3,012
000030|20170502|15:10|14,850|100|14,900|14,850|1,204,060|2,168
000030|20170502|15:09|14,850|100|14,900|14,850|1,201,892|4,140
000030|20170502|15:08|14,850|100|14,900|14,850|1,197,752|2,102
000030|20170502|15:07|14,850|100|14,900|14,850|1,195,650|3,645
000030|20170502|15:06|14,850|100|14,900|14,850|1,192,005|4,436
000030|20170502|15:05|14,850|100|14,900|14,850|1,187,569|2,879
000030|20170502|15:04|14,900|50|14,900|14,850|1,184,690|3,198
000030|20170502|15:03|14,850|100|14,900|14,850|1,181,492|3,054
000030|20170502|15:02|14,850|100|14,900|14,850|1,178,438|3,459
000030|20170502|15:01|14,850|100|14,900|14,850|1,174,979|1,621
000030|20170502|15:00|14,850|100|14,900|14,850|1,173,358|3,228
000030|20170502|14:59|14,900|50|14,900|14,850|1,170,130|4,835
000030|20170502|14:58|14,900|50|14,900|14,850|1,165,295|7,418
000030|20170502|14:57|14,900|50|14,900|14,850|1,157,877|4,409
000030|20170502|14:56|14,900|50|14,900|14,850|1,153,468|8,325
000030|20170502|14:55|14,850|100|14,900|14,850|1,145,143|5,489
000030|20170502|14:54|14,900|50|14,900|14,850|1,139,654|4,512
000030|20170502|14:53|14,900|50|14,900|14,850|1,135,142|4,988
000030|20170502|14:52|14,900|50|14,900|14,850|1,130,154|6,730
000030|20170502|14:51|14,850|100|14,900|14,850|1,123,424|3,408
000030|20170502|14:50|14,850|100|14,900|14,850|1,120,016|4,720
000030|20170502|14:49|14,850|100|14,900|14,850|1,115,296|3,125
000030|20170502|14:48|14,850|100|14,900|14,850|1,112,171|4,400
000030|20170502|14:47|14,850|100|14,900|14,850|1,107,771|4,691
000030|20170502|14:46|14,850|100|14,900|14,850|1,103,080|5,063
000030|20170502|14:45|14,850|100|14,900|14,850|1,098,017|4,461
000030|20170502|14:44|14,900|50|14,900|14,850|1,093,556|4,618
000030|20170502|14:43|14,850|100|14,900|14,850|1,088,938|3,779
000030|20170502|14:42|14,900|50|14,900|14,850|1,085,159|25,087
000030|20170502|14:41|14,850|100|14,900|14,850|1,060,072|3,123
000030|20170502|14:40|14,900|50|14,900|14,850|1,056,949|7,842
000030|20170502|14:39|14,900|50|14,900|14,850|1,049,107|9,147
000030|20170502|14:38|14,900|50|14,900|14,850|1,039,960|5,509
000030|20170502|14:37|14,850|100|14,900|14,850|1,034,451|5,217
000030|20170502|14:36|14,900|50|14,900|14,850|1,029,234|4,664
000030|20170502|14:35|14,900|50|14,900|14,850|1,024,570|3,601
